0,labels,len,texts
,neutral,,ก็คือเจ็บมาเยอะพูดง่ายๆครับเจ็บมาเยอะ
,neutral,,แล้วก็กล้วยฝั่งนึงไม่สบายใจมันไม่ใช่เรื่อง
,neutral,,นี่คือคำ
,neutral,,nan
,neutral,,สาขาสุราษฎร์
,positive,50.0,น้องอธิบายได้เคลียร์ ขอบคุณมากนะครับสำหรับคำอธิบาย
,neutral,,แม่ก็
,neutral,,มาครับรายการนะครับเป็นรายการที่จะ
,negative,109.0,ฟังก่อนๆๆ ไม่ได้มีปัญหา เราแค่โทรมาแจ้งว่าเกิดอะไรขึ้น เราจะรู้ได้อย่างไงว่าจะมีการคืนแต้มได้เมื่อไหร่อย่างไร
,neutral,,มีหนี้จากการค้ำประกันเจ็บปวดมากถ่ายที่เจ็บปวดจริงๆครับแล้วก็ถ้าคุณพ่อในมีทรัพย์สินเงินทองก็มักจะถูกเพื่อนๆมาขอยืม
,neutral,,ข้อเท็จจริงนั่นแหละแต่ว่าค่อยๆคุยค่อยๆไป
,neutral,30.0,ถ้าเธอไม่มีจ่าย คุณกล้าฟ้องไหม
,neutral,,เรื่องเกิดเรื่องโชคร้ายไม่คาดฝันขึ้นเราเหมือนจะได้รู้กันว่า
,neutral,11.0,แบบนี้มาให้
,neutral,,ผมว่าต้องต้องมอง
,neutral,,เรื่องหนึ่งที่ฝากเรื่องเหมือนกันคือบางคนซีเรียสกับเรื่องของอัตราเกินไป
,neutral,,สักพักหนึ่งน่าจะผ่านมาหลายปีแล้วแล้วก็เอาที่ทำหน้าที่อย่างดีมาก
,neutral,,ยิงได้ทันใจ
,neutral,,ทัศนคตินี่มันต้องใช้เวลาในการประ
,neutral,33.0,ตามข้อกำหนดของธนาคารแห่งประเทศไทย
,neutral,19.0,ยิ่งอายุมากแล้วด้วย
,positive,52.0,ทีมงานทุกฝ่าย ต่างเต็มที่และตั้งใจที่จะมอบบริการทีดี
,neutral,,ตอบแนผมก็ตอบยาก
,neutral,,ตัวเบาไม่มันบอกว่ารถขนนะครับแต่ตัว Minecraft
,neutral,,จะไปลุยไอ้ของที่มันกำลังอยู่ในช่วงดาวเลยเอาช่วงที่มันเป็นแฟนหน่อยว่าเอาน่ะ
,neutral,,วัดหนองจับเต่า
,neutral,73.0,ถ้าให้เลือกระหว่าง firstchoice กับ citi rewards ใช้บัตรใบไหนดีกว่ากันครับ
,neutral,111.0,ส่วนบัตรห่วยหรือไม่ตอบไม่ได้ เพราะบัตรแต่ละบัตรต่างก็มีลักษณะเฉพาะตัวของตัวเอง ซึ่งคนที่รับได้ก็มีรับไม่ได้ก็มี
,neutral,17.0,ศูนย์บริการสมาชิก
,neutral,,ทหารผมลืมพวกมึง
,neutral,,บลจเดียวกันไม่แพงไม่มีเลย
,negative,37.0,000 บาท โดยไม่มีจดหมายแจ้ง นิสัยไม่ดี
,neutral,53.0,อยู่ที่สถาบันเขาแหละครับ พวกมืออาชีพเขายืดหยุ่นกันได้
,neutral,105.0,ขอบคุณมากๆครับ แปลว่าสิ้นเดือนนี้ ผมปล่อยผ่านเลยนะครับ ถือว่าผมเข้าร่วมโครงการเลยใช่มั้ยครับ ส่วนดอกเบี้ย
,neutral,,เห็นว่าเทคโนโลยีนี้มันมา
,neutral,,ดอกเบี้ยที่ต่ำลงแล้วจะไปป่ะเนี่ยนะมันเหมาะกับสินเชื่อประเภทลดต้นลดดอก
,positive,32.0,ขอบคุณท่านสมาชิกทุกท่านมากๆ ครับ
,neutral,,ไว้เพื่อที่จะเหมือน
,neutral,,ยังไงยังไงเนี่ย
,neutral,20.0,ส่วนอื่นๆไม่แน่ใจคับ
,negative,34.0,ผมจะยกเลิกบัตรถ้าคุณชี้แจงลคไม่ได้
,positive,18.0,เยี่ยม บริการดีมาก
,neutral,,มันไม่รู้จบ
,neutral,56.0,รีบเอาเงินไปปิดเถอะครับ และตอกเบี้ย + ค่าธรรมเนียมแพงมาก
,neutral,,แล้วก็อาจจะไม่ได้เหมือนกับสวิงสวายเหมือนกับ 2-3 ปีก่อนได้ไหมที่จะ
,neutral,41.0,พอใช้ไปได้ 6 เดือน ปรับเพิ่มเป็น 375 เท่า
,negative,85.0,แทรก แจ้งแจ้งหน้าที่หน่อยค่ะ รบกวนดูให้หน่อยค่ะ ว่ามีcode ย่อ หรือตัวกดเพิ่มเติมมั้ย 
,neutral,,ตื่นเต้นร้อนใจอะไรขนาดนั้นเนี่ยคุณอาจจะต้องปรับสัดส่วนหุ้นลงไปหน่อยนะ
,neutral,68.0,แต่พอไปเช็คหน้าร้านปรากฏว่าเหลือยอดแค่ 9000 ติดผ่อนมอไชร์อีก 3 เดือน
,positive,46.0,ไม่ผิดหวังเลยจริงๆ ที่ได้คุยกับคุณ คุณเก่งมากๆ
,positive,17.0,เขาให้บริการดี๊ดี
,neutral,,ก็วันนี้ต้องขอขอบคุณนะครับที่เชิญนะครับคุณนครินทร์วนกิจไพบูลย์กรรมการผู้จัดการและบรรณาธิการ
,positive,34.0,พูดมีความละเอียด ให้ข้อมูลดีมากเลย
,neutral,,ในหลายภาคส่วนรวมส่วนใหญ่
,positive,5.0,ดีจัง
,neutral,13.0,ค้าขายออนไลน์
,neutral,84.0,ทั้งนี้ต้องขออภัยในความไม่สะดวกที่เกิดขึ้นด้วยนะคะ อย่างไรรบกวนแจ้ง ชื่อ และ นามสกุล
,positive,12.0,ชัดเจนดีครับ
,neutral,,เต็มที่ช่วงเวลานี้ 20 30 เปอร์เซ็นต์จะมาถึงครึ่งได้ก็เก่งแล้วมันจะค่อยๆกลับมา
,neutral,,ขนส่งสาธารณะพรุ่งนี้ละกันอาจจะลดลงถูกไหมครับ
,neutral,,มากขึ้นมากขึ้น
,neutral,,ค้นพบสายตัวเองเพราะผมก็เคยเป็นสายซิ่งมาก่อนนะพี่ไม่พ้นคงยังไม่พ้นเลยครับ
,neutral,,ตรงที่เราเลือก
,neutral,,ค่าธรรมเนียมได้
,positive,17.0,บริการดีมากเลยค่ะ
,positive,15.0,บริการเยี่ยมเลย
,negative,82.0,ลูกค้าขาเมื่อลูกค้าจะแจ้งให้ตรวจสอบรายการลูกค้าต้องมีข้อมูลให้เจ้าหน้าที่ค้นหาด้วย
,neutral,,ทำให้มันหายไปครึ่งนึงโดนเอาไปใช้อะไรส่วนตัวนี่คือ
,neutral,,ผมน่ะรู้แล้วผมไม่มีเวลามานั่งส่องตลอดเวลา
,neutral,,ธรรมดา
,neutral,32.0,มีแล้วก็ใช้อย่างระมัดระวังนะครับ
,neutral,,พี่ว่าถ้าเกิดว่าจะเผื่อเหลือเผื่อขาดกว่าจะใช้วิธีการฝากในรูปเงินตราของประเทศนั้นที่เราวางแผนว่าเราจะไปอยู่
,neutral,,จากนั้นก็เข้ามือถือไว้จ่ายเดือนละ 3100 22/122 3122
,neutral,,50 เรื่อยๆ
,neutral,55.0,ไม่ต้องไปจ่ายค่าบ้านแล้วมานั่งดูหายนะมาเยือนนางจะดีกว่า
,neutral,19.0,ผมเองก้ไม่ติดใจอะไร
,positive,101.0,ขอบคุณมากๆ เป็นครั้งแรกที่มีการแนะนำแบบนี้ด้วย รู้สึกว่ามีความประทับใจ call center ที่ดีควรเป็นแบบนี้
,neutral,,บางคนก็เป็นฟรีแลนซ์
,positive,18.0,น้องบริการดีมากเลย
,neutral,,nan
,neutral,10.0,ลิโด สกาลา
,neutral,,เราเองก็ต้อง work from home
,neutral,,sfx ส่วนใหญ่ลูกมันจะตายอยู่แล้วเปลี่ยนอะไรไม่ได้อย่างงั้นเรามาดูส่วนอื่นอาจจะเปลี่ยนได้
,neutral,,ก็อาจจะเริ่มมีเงินเหลือเกินลงทุนได้หน่อยก็ได้เหมือนกันเพราะว่าพรุ่งนี้มันจะไปลงในเฟซ
,neutral,,q1 ไตรมาสแรกตัวเลขออกมา
,neutral,,เขาก็หายไปวันสองวัน
,neutral,,ว่าเจอโควิตเจออะไรอย่างนี้เนี่ยนะราคามันก็ลงมาเยอะนะบางคน ltf 3 ปีแล้วยังรออยู่เลย
,neutral,,บริหารสำนักข่าว The Standard มากครับที่มาให้
,neutral,,ทุกคนจะบอกว่า
,neutral,67.0,ตอนแรกเราก็ไม่ได้คิดอะไร เพราะเค้าบอกคุยเรื่องงาน หลังจากนั้นเค้าก็
,neutral,,คนที่ทำเข้าไปแล้วเจ็บมาเยอะ
,neutral,,อีกแบบนึงอีกโลกหนึ่งคุณก็ต้อง
,neutral,47.0,แก้ไขข้อความเมื่อ 9 พฤศจิกายน 2560 เวลา 09:42 น
,neutral,,อันนี้เห็นเทรนแล้วก็
,positive,44.0,ชัดเจน อธิบายดีมาก ชัดเจนหมด informative มาก
,positive,44.0,คุณเหมาะสมกับอาชีพนี้มากๆ คุณใส่ใจลูกค้ามากๆ
,neutral,,ไอ้สิ่งที่เกิดขึ้นเหล่านี้มันมีเอฟเฟคยังไงกับธุรกิจที่เราอยากจะเข้าไปเป็นส่วนหนึ่งจะเป็นเจ้าของเป็นหุ้นส่วน
,positive,33.0,ขอบคุณมากเลยค่ะ อธิบายชัดเจนดีค่ะ
,neutral,7.0,ด้านเลย
,positive,100.0,คอลเซ็นเตอร์บริการดีสุดประทับใจไม่เกิน2นาทีรับสายและให้ข้อมูลได้กระจ่างอธิบายได้ชัดตรงประเด็นรู้จริง
,neutral,91.0,พอดีเรากำลังขับรถอยู่เราเลยตอบตกลงไปทีนี้มันมีเอกสารให้เซนต์สัญญามาที่บ้านถ้าหากเราไม่เซนต์
,neutral,46.0,เช่น จ่ายบิลครบ ตรงเวลา ไม่ค้างบิล สัก 6 เดือน
,neutral,,หุ้นขึ้น
,positive,22.0,ดีมากเลย ข้อมูลครบถ้วน
,neutral,,แล้วทุกที่ที่คุณสั่งถอดแก๊สได้แล้ววันนี้
,neutral,,ในช่วงเวลานี้
,neutral,,ภาพเศรษฐกิจจริง
,neutral,,nan
,neutral,,ก่อนมันจะมีแบกับบลูใช่ไหม
,negative,39.0,ผมรู้สึกว่าเฟิร์สช้อยส์ไม่ treat ลูกค้า
,neutral,34.0,เศรษฐกิจโลกแย่จากราคาน้ำมันที่ลดลง
,neutral,,ผลประกอบการไตรมาสแรกมาแบงค์ก็ยังกำไรอยู่
,neutral,,มันทำให้บางทีมันผิดพลาดได้ง่าย
,neutral,54.0,อาจมีทะเลาะกันบ้าง แต่ก้อปรับความเข้าใจกันได้ทุกเรื่อง
,neutral,46.0,ตอนนี้เรามีบัตรเครดิต แค่ 1 ใบ อยากจะมีอีใบนึง
,neutral,,ถ้าจะลงทุนเราควรจะจับธุรกิจไหนที่อยู่ในใจในกระแสนะครับ
,neutral,,แสงเดือนคอร์ด
,neutral,22.0,ก็โมโหโกรธาเสียขนาดนี้
,neutral,,เรื่องที่น่าเป็นห่วงหรือว่าไม่สบายใจหรือกังวลใจของน้องเขาน่าจะเป็นเรื่องของข้อเท็จจริงมากกว่า
,positive,65.0,clear ปัญหาได้เยี่ยมเลยขอบพระคุณครับ ช่วยดูแลเหมือนญาติเลยนะเนี่ย
,neutral,,ในแง่ของ Investment 101 เลยซึ่งเดี๋ยวพี่หนุ่มจะเล่าตอนศัพท์ภาษาอังกฤษต่างๆพี่
,neutral,,สวัสดีครับผมใช่ครับก็ต้องอาศัยเขาเรียกว่าความรอบคอบระมัดระวังอยู่พอสมควรครับเพราะว่าจริงๆแล้ว
,neutral,,"9,000"
,positive,32.0,พูดรู้เรื่อง ผมว่าก็หยวนๆ เสนอมา
,neutral,,หลังจากนี้ต้องระมัดระวัง
,negative,104.0,ไปเรียก manager มาคุยเดี๋ยวนี้ ไม่ ไม่ หุบปาก ไม่ต้อง หยุดไม่ต้องขออภัย ขออภัยอยู่ได้ ไปเรียกมาเดี๋ยวนี้
,neutral,,คำนึงขึ้นมาทันที
,positive,24.0,น้องพูดจาเพราะมาก ใช้ได้
,neutral,,ก็เป็นโจทย์หน่อยละกันมึงใช้คำนี้ก็ลองไปคิดเอาเองว่าแต่ละสาขามันจะเป็นอย่างไร
,neutral,,เมนูมาแต่ตอนนี้มันมีอีกอันใหม่ละจิงโจ้
,neutral,15.0,รายปีอะไรแบบนี้
,neutral,,ตัวที่เป็นกองทุนสลากออมสิน
,neutral,35.0,แต่ปัญหาจริงๆคือ รายได้มันไม่พอจ่าย
,neutral,,กองทุนส่วนบุคคลแล้วก็เรื่องของ
,neutral,,ขยันเลือกของแท้สิ
,neutral,,บวกหรือลบนะครับอย่างเช่น
,neutral,,IMF เดิมเนี่ย
,positive,57.0,อธิบายชัดเจน ยินดีที่ได้รู้จัก ขอบคุณสำหรับการบริการดีมาก
,neutral,36.0,3 บัตรกดเงินสดเฟริสช้อย    1 500 บาท
,neutral,101.0,มาอีกแล้วพวกศูนย์กลางจักรวาล มาพร้อมกับความั่นใจแบบปลอมๆ ว่าทุกอย่างต้องเป็นไปตามความต้องการของตัวเอง
,positive,42.0,หนูพูดโอเค รู้เรื่อง เพราะ น่าฟังน่าปรึกษา
,neutral,26.0,สูงกว่าเป็นพิเศษแค่นั้นเอง
,neutral,,พวกเราจริงๆคนที่
,neutral,,โฟมกันแดดอย่างน้อยก็ 30 40 เปอร์เซ็นต์
,positive,40.0,ขอบคุณมากสำหรับความช่วยเหลือที่เยี่ยมยอด
,neutral,8.0,ที่ไหนดี
,neutral,,ยกตัวอย่างรถเนี่ยมันลดราคาแต่ไม่เคยมีโปรขนาดนี้ก็มีเกิดเช่นเดียวกันครับเครื่องจักรการลงทุนต่างๆก็เกิดขึ้น
,neutral,,ltf 7 ปีปฏิทิน
,neutral,,ทำไมมันยังพอไปได้
,neutral,,ระหว่างทางเราก็อาจจะมีการแบ่งส่วนตรงนี้
,neutral,,มันขึ้นไปแล้ว
,neutral,,มันเป็นเหนียวไปแล้ว
,negative,84.0,แปลกดีตอบปัญหาแย่สุดเท่าที่เคยผ่านมา แก้ปัญหาอะไรไม่ได้เลย คนอื่นยังมีข้อมูล support
,neutral,,ผมว่าหลายคน
,negative,13.0,ตอแหลกันจริงๆ
,neutral,,มันจะขึ้นเป็นเว็บไซต์มือถือเรา
,positive,14.0,บริการดีครับผม
,neutral,,ส่วนพอร์ตนี้ไม่ต้องถามครับช่วงที่มันลงไปก็ลงลงไปพร้อมๆกันทุกคนเลยค่ะ
,neutral,,เราจะไปอยู่กับเราก็ได้แต่ว่าถ้าสมมุติว่า
,neutral,,ประหยัดดอกเบี้ยไหมครับผมคิดถูกหรือเปล่า
,neutral,38.0,อาหารไม่เน้นมาก บินไฟลท์ เที่ยงคืนครับ
,neutral,,ไปสนับสนุนน้าเป็นเหมือนกับผู้ถือหุ้นคล้ายๆกับบริษัทกลุ่มนี้เป็นวันจันทร์นะครับถ้าสนใจ
,neutral,,แน่นอนเขาเรียกว่าไอ้ตัวท็อป
,neutral,45.0,พอจะมีใครวิเคราะห์สาเหตุที่ไม่ผ่านได้บ้างครับ
,neutral,20.0,ชีวิตคู่ก็ยืนนานแล้ว
,neutral,,อันนี้ไม่มีตามตำรานะผมก็เคยพูดอย่างนี้ว่าผมอยากจะนู่นนี่นั่น
,neutral,,อุตสาหกรรมอะไรที่มีอนาคต
,neutral,,f2000 เรามี
,neutral,18.0,ปัญหามันมีหมดแหล่ะ
,neutral,,japanporn
,neutral,,แล้วตอนแรกอยากจะซื้อนู่นซื้อนี่
,neutral,46.0,แก้ไขข้อความเมื่อ 30 กรกฎาคม 2560 เวลา 16:39 น
,neutral,,ประเทศณเมืองไทยมันไม่ค่อยมี
,neutral,,ศิลปะมีแค่ไหน
,neutral,,เอาเงินไปฝากธนาคารซะ
,negative,100.0,ผมไม่มีความจำเป็นต้องใช้บัตรคุณหรอก ธนาคารอื่นเวลาปรับลดก็จะมีจดหมายแจ้ง ไม่ถือบัตรห่วยแตกของคุณแล้ว
,neutral,,ไม่มีเพดานถ้าตัว SF ว่าพี่มันมีสัดส่วนในการที่จะต้องซื้อของกับรายได้อะไรยังไงเท่าไหร่วิธีคำนวณง่ายมากทั้งปี
,neutral,,กลับไปดูเรื่องหนี้สินไปดูเรื่องอะไรต่างๆก็ลองไปคำนวณกันดู
,negative,33.0,ผมนึกว่าไม่ได้ยิน ไม่มีการตอบสนอง
,neutral,,อะไรหน่อยเกี่ยวกับเรื่องของมุมมองการลงทุน
,neutral,,เรื่องสัดส่วนการลงทุนที่ทำอยู่ปัจจุบันไม่เป็นปัญหาเลย
,neutral,31.0,แต่เห็นด้วยเรื่องพวกนี้ควรแก้ไข
,neutral,,อันนี้ผม
,neutral,,ยิ่งถือนานเท่าไหร่
,neutral,,พี่พอจะไว้ใจได้มันปลอดภัยเงียบเหรอ
,neutral,,และไอ้สรุปอันนี้พอทำเป็นงก
,neutral,,วางแผนจะได้ครับวันนี้โดยเฉพาะ
,neutral,,อาการคนเมนมา
,neutral,,มี 30 ปีจะได้กำไรเป็นบวกอีก 10 ปี
,neutral,,ไม่จำกัด
,neutral,,เป็นเครื่องมือหนึ่งในการเติบโตทางอาชีพการงาน
,neutral,,อันนี้มันก็ยังสามารถที่จะไปต่อได้
,neutral,,ก่อนหน้านี้ก็มีเดอะเกรซนะครับ depressions
,neutral,31.0,ที่ จขกททำอยู่เรียกว่า ลิงแก้แห
,neutral,20.0,mobile care ได้หรอคะ
,neutral,,ตลาดการเงินตอนนี้
,neutral,,เงินที่เราใส่เนี่ยมันก็จะเอาไปลงนั่นแหละ
,neutral,,ถ้าจะแนะนำว่าเอาละกลุ่มที่พอมีอนาคต
,neutral,41.0,หน้าที่คนค้ำประกัน คือ ชำระหนี้แทนลูกหนี้
,neutral,,ความน่าสนใจก็คือเงินเหล่านั้นที่มันโปรยลงมาเนี่ยมันโปรยลงมา
,neutral,41.0,มันเหมือนไม่มีวงเงินให้ลูกค้า เมื่อจะผ่อน
,neutral,,อยู่บนโต๊ะอยู่บนดินมันไม่
,neutral,,ได้ถูกกระจาย
,neutral,,เปลี่ยนซะอย่างนั้นมีฝั่งนึงคนที่
,neutral,,ไม่ว่าจะเป็นบริษัทผมว่า 10 อันดับแรกของในตลาดผมคุยมาหลายที่
,neutral,,ขึ้นลงขึ้นลงเร็วลงเร็วมากแล้วก็
,neutral,,สินทรัพย์แบบอื่นมากกว่า
,neutral,,เพิ่งจะได้เห็นภาพ
,neutral,24.0,ศูนย์บริการโลหิตแห่งชาติ
,neutral,,เล่นเกมบนกระดานก่อนมันมีเยอะมากเลยที่เราสามารถบอกได้ว่าเราทำไปแล้วเป็นยังไงเราไม่ได้เจ็บตัวมากนะ
,neutral,8.0,ลาขาดยาก
,neutral,,ส่วนผสมที่สำคัญมากและเป็นหนึ่งในสมการที่เป็นตัวแปรหลักของเศรษฐกิจจะดีหรือไม่ดีมันก็คือการอัดฉีด
,neutral,,nan
,neutral,,อันที่สองก็คือถ้ามองเชิงเศรษฐกิจไทยกับต่างประเทศ
,neutral,12.0,eva อีกเสียง
,neutral,35.0,ก็บอกว่ามี ก็มีจริงๆ  แต่ก็พอรับได้
,neutral,13.0,ค้าขายออนไลน์
,positive,31.0,บริการยอดเยี่ยมมากเลย น่ารักค่ะ
,neutral,,ที่บอกให้มันเป็นการปรับเรื่องของค่าเงินอยู่แล้วเพราะว่ามันอยู่ตรงนั้นค่าครองชีพต่างๆครับมันไปบอกกับตัว
,neutral,,ของใครเนี่ยพูดว่าเราก็ยังไม่เห็นภาพที่มันเป็น
,neutral,,ครับกลับก็ลองดูอายุ 28 เองครับแล้วก็
,neutral,,nan
,neutral,18.0,ลูกค้า เอาอันนี้นะ
,neutral,,สัมภาษณ์เรื่องอะไรบ้างครับผมว่าจุดร่วมสำคัญที่สุดก็คือคำว่า The Great lock Down
,neutral,,เป็นของธุรกิจแล้วก็จะมีหลายธุรกิจที่จะล้มหายตายจาก
,positive,17.0,ดีมากขอบคุณมากที่
,neutral,,เอาเงินเข้าไปอีกกองหนึ่งของเขาน่าจะไม่มีค่าธรรมเนียมครับ
,neutral,,อาการก็จะมองเป็นตัวๆไว้อยู่แล้ว
,neutral,,เพราะฉะนั้นภาพมันเลยเป็นภาพจริงๆทวิภพหน่อย
,neutral,,ปกติจะลงทุน
,neutral,,มีคนอยากจะรู้ว่ามันกำลังจะเกิดอะไรนะมันหลายคนเริ่มตั้งตัวเป็นนักพยากรณ์
,neutral,,ผมตอบอุตสาหกรรมทั่วๆไปเอามาใหม่แล้วคิดใหม่ไม่ใช่มาฟันธง
,neutral,,nan
,neutral,,กุ้ง 5 ปีไหนที่ลงทุนแล้ว
,neutral,18.0,น่าจะพอช่วยได้ครับ
,neutral,,ซื้อของไปเปย์น้องแพงกว่าซื้อกองทุนเองก็ไปต่อไงไม่มีอะไร
,positive,79.0,สุดยอดเลย พี่เข้าใจละ ดีมากๆเลยมีประเมินไหมเดี๋ยวพี่ประเมินให้ พี่ให้ 5 เต็มเลย
,positive,18.0,ให้คำแนะนำดีมากเลย
,neutral,19.0,(ฉบับจริงหรือสำเนา)
,neutral,,จะนำเงินไปลงทุนด้านนี้
,neutral,,มันให้ผลตอบแทนในระยะยาว
,neutral,,ได้ดีแค่ไหนบริหารจัดการการเงินอย่างไรบริหารต้นทุน
,neutral,,ร่วมส่วนใหญ่ที่เขามีการแก้ไขในธุรกิจ
,neutral,68.0,คือคุณสองคนควรจะไปยื่นกู้บ้านร่วมกันมา น่าจะได้วงเงินที่พอกับค่าบ้าน
,neutral,,คนที่ถูกห้ามห้ามห้ามห้ามห้าม
,neutral,,ลาก่อยลาก่อยนะเพราะว่าไม่ใช่ว่าเราเอาสินเชื่อทางฝั่งใหม่ไปเนี่ย
,neutral,111.0,เขาก็อนุมัติ และส่งบัตรเครดิตมาให้ ยังถืออยู่แต่ไม่ค่อยได้ใช้ เพราะวงเงินในบัตรหลักของกสิกร ใช้ไม่เคยเกินวงเงิน
,neutral,,อันที่สองก็คือ
,neutral,,สุดท้ายแล้วครับพี่นัทครับฝาก
,neutral,,ไม่ได้สิไม่ได้สินะ
,positive,14.0,คุณอธิบายได้ดี
,positive,26.0,บัตรเครดิตนี่บริการดีจริงๆ
,neutral,8.0,ไอดีไลน์
,neutral,,สังเกตไหมครับว่า
,neutral,29.0,แต่พอจ่ายสดแบบเก็บเงินปลายทาง
,neutral,,ผมว่าตอนนี้มันเริ่มมันเริ่มมาเลยหรือว่า
,neutral,,capacity ของ
,neutral,,หรือว่าเป็นกลุ่มที่ค่อนข้างจะ
,negative,38.0,ไม่ส่งก็ไม่เป็นไรเพราะมีเงินปิดถามเฉยๆ
,positive,39.0,ให้คำแนะนำดี ติดตามเรื่องให้พี่ดีมากเลย
,neutral,,อันที่ 1 ศึกษาก่อน
,positive,18.0,ชัดเจน อธิบายดีมาก
,neutral,,คาดการณ์ว่าหยวนจะเติบโตขึ้นมาจะมา
,neutral,,โลกเราแม้ว่า
,neutral,,อะไรเงี้ยที่เพิ่มขึ้นแล้วก็สั่งอาหารมากินที่บ้านแต่ตอนนี้ก็เริ่มกลับมามากขึ้นใช่ไหม
,positive,21.0,สุดยอดของการบริการเลย
,neutral,,หรือว่า
,positive,6.0,เยี่ยม
,neutral,,2 ถุง
,positive,18.0,บริการดี และระบบดี
,positive,108.0,คุณอธิบายแบบนี้ เราเข้าใจ เมื่อคืนคุยกับเจ้าหน้าที่อีกคนไม่เป็นแบบนี้ ถ้าเค้าอธิบายเหมือนคุณ เราก็ไม่มีปัญหา
,neutral,,แม้ว่าปีนี้จะกลับเจ็บเหมือนกัน
,neutral,28.0,รูดมาก็ต้องจ่ายค่าบัตรอยู่ดี
,neutral,,ต้องไปคุยดิ
,neutral,,The stranded
,neutral,18.0,แต่ก็ ok ยอมรับได้
,positive,28.0,เข้าใจอย่างถี่ถ้วนเลยคราวนี้
,neutral,,ลองฟัง 12 ตอนของพี่
,positive,6.0,สู้ๆนะ
,neutral,,เลี้ยงชีพ
,neutral,,น้าเหลืออยู่อย่างเดียวคือปรับทัศนคติให้มันตรงกันแค่นั้นเองนะครับเรื่องของการแอบทำอะไรในพี่อาจจะไม่ถนัดนักเรียนคนหนึ่งซึ่งมีความรู้เรื่องของการแอบซ่อนทำอะไรนะครับแต่ว่าไม่ใช่กับพ่อแม่
,neutral,44.0,ใครยังไม่นอน มาเล่นบอกวงเงินบัตรเครดิตกันค่ะ
,neutral,,อยากให้เรารู้จักเรื่องของธุรกิจ
,neutral,,ครับพี่
,neutral,,สหรัฐเอง
,neutral,,นายสัตวแพทย์ธนัฐศิริวรางกูรนะครับหรือหมอนัทคลินิกกองทุนนั่นเองครับ
,negative,53.0,แล้วแต่คุณผู้หญิงใช้งาน แล้วแต่ดุลยพินิจของเราเองนะคะ
,positive,205.0,น้องน่ารักนะเนี่ย  ตอบได้เคลียร์หมด ถามแล้วรู้หมด มีน้ำใจ อย่างนี้เหมาะกับการเป็น call center ตอบแบบใจเย็น มีมนุษยสัมพันธ์ดี มีอัธยาศัยดี อยากให้ผู้ใหญ่ได้ฟัง คนดีเราก็ต้องว่าดี ขอบคุณน้องมากที่ดีกับลูกค้า
,neutral,,แยกย้ายไว้ในกลุ่มนี้
,neutral,,แต่ละประเทศก็จะทำไม่เท่ากัน
,neutral,,ถ้าเป็นของที่ดิน 5 ปี
,neutral,34.0,แต่คนที่ซื้อของเงินผ่อนก็ไม่ได้แย่
,neutral,,ตั้งนาฬิกาปลุกตี 5:00 น
,neutral,,อยากให้ดู
,neutral,,ประมาณ 20 เปอร์เซ็นต์ของรายได้ผมถือว่า
,neutral,,นะครับตอนนี้เนี่ยผมอยากจะชวนทุกท่านนะครับผมคงอยากจะชนกันคุยกันเรื่องของ
,neutral,,มีช่วงหนึ่งที่เรางง
,positive,5.0,ดีจัง
,neutral,57.0,ก็ให้เบอร์ฝ่ายพิจารณาลูกค้าบุคคล อะไรซักอย่างจำชื่อไม่ได้
,neutral,,ครับผม
,neutral,,ฉาบกลองนี้อยู่เป็น 10 ปีแล้วมั้ง
,negative,24.0,คุณบอกว่าระบบคุณไม่พร้อม
,positive,19.0,ข้อมูลเครียร์มากเลย
,neutral,,ในแง่ของ
,neutral,,ต่างประเทศที่ชัดเจนเลยว่าโอ้โหขึ้นจะถูกแรงมากนะตัวขึ้นกระฉูดเพราะมันคืออนาคต
,neutral,,เราอยู่หรือเปล่า
,neutral,32.0,เพือความปลอดภัย พอไปใช้เวบบางเวบ
negative,,,
,neutral,,เราก็มองหาเมื่อกี้ที่สรุปได้คือมันต้องทำดีรู้ว่าอะไร
,negative,35.0,2119-2820 นหลังดึงสายกลับมา สายหลุด
,positive,33.0,เยี่ยมมากเลยครับ ขอบพระคุณมากครับ
,neutral,,จะรักก็เป็นอย่างนี้เหมือนกันเพราะว่าธนาคารกลางหรือเสร็จเขาก็อัดฉีด
,neutral,42.0,แบงค์เดียวกันหรือเปล่า เห็นว่าโดนกันหลายคน
,neutral,,เวลาได้ยินสินเชื่ออะไรถึงจะเข้ามาแบบเทเลเซลล์แบบนี้
,negative,26.0,แก้ไขปัญหาหน้างานไม่ได้เลย
,neutral,,คือแต่ก็ยังมีข้อจำกัด
,neutral,72.0,บัตรเฟิร์สช้อยส์สีฟ้า กับ บัตรเซ็นทรัลเดอะวันเฟิร์สช้อยส์ เหมือนกันไหมคะ
,neutral,45.0,โหลดแอพ whocall มาดิครับ จะได้รู้ตั้งแต่โทรมา
,neutral,76.0,บัตรกรุงศรีเฟิร์สช้อยส์ บริหารงานโดย บริษัท อยุธยาแคปปิตอล เซอร์วิสเซส จำกัด
,neutral,,แล้วยิงได้ตรงเป้า
,neutral,,W
,neutral,,สำคัญมากกว่า
,positive,98.0,เป็น call center ที่น่ารักมาก รับสายไวและตอบคำถามได้ดี ติดตามงานที่ทิ้งไว้ประสานให้ได้อย่างรวดเร็ว
